"","251","253","255","256","257","258","259","260","261","262","263","264","265","266","267","268","269","270","271","272","273","274","275","276","277","278","280","281","282","283","284","285","286","287","288","289","290","291","292","293","294","295","296","297","298","299","300","301","302","303"
"2013-06-25",NA,NA,NA,4,NA,11,6,NA,15,NA,7,24,4,NA,0,NA,10,NA,17,NA,NA,NA,NA,5.6,0.5,5,NA,3,2,NA,NA,6,5,NA,10,NA,0,NA,11,NA,4,NA,25,1.33333333333333,4,NA,NA,NA,NA,NA
"2013-06-26",51,0,NA,3,2,6,NA,3,NA,NA,4,15,5,2,3,3,10,16,NA,11,15,12,45,5.6,0.5,NA,14,NA,NA,9,6,NA,5,60,NA,NA,0,10,8,NA,1,16,NA,1.33333333333333,6,NA,14,NA,NA,NA
"2013-06-27",NA,3,NA,4,6,7,4,4,18,NA,6,NA,3,6,NA,2.5,NA,6,16,9,NA,NA,NA,5.6,NA,8,8,2,12,NA,NA,5,2,30,11,0,0,5,6,NA,NA,NA,9,1.33333333333333,NA,9,11,0,33,NA
"2013-06-28",NA,3,NA,3,NA,5,4,3,NA,NA,NA,37,4,7,4,2.5,13,NA,5,NA,15,10,NA,5.6,1,NA,6,3,NA,5,6,5,2,55,NA,0,0,NA,NA,32,3,12,NA,3,7,NA,6,NA,NA,NA
"2013-06-29",NA,NA,25,2,6,4,NA,4,15,19,8,20,NA,0,NA,NA,6,13,5,30,NA,NA,NA,5.6,NA,1,NA,4,NA,NA,NA,4,5,NA,10,0,0,13,14,NA,1,NA,18,3,4,6,9,NA,12,7
"2013-06-30",NA,5,NA,3,3,3,5,7,NA,NA,5,NA,6,0,4,NA,NA,NA,7,5,16,9,45,NA,1,NA,13,NA,7,4,5,5,4,60,NA,NA,2,6,NA,33,NA,12,5,2.5,NA,NA,11,NA,6,NA
"2013-07-01",NA,3,NA,2,NA,3,3,6,10,11,6,5,3,0,2,NA,8,NA,6,5,6,NA,15,8,NA,3,7,NA,10,NA,NA,NA,4,NA,NA,0,1,NA,6,NA,NA,NA,NA,2.5,11,6,10,0,NA,NA
"2013-07-02",14,4,20,4,0,6,NA,NA,NA,NA,NA,NA,2,NA,1,12,NA,5,7,NA,NA,NA,15,5,1,NA,8,7,NA,2,5,12,NA,75,NA,2,1,5,7,23,8,14,NA,3,NA,2,NA,NA,13,8
"2013-07-03",NA,NA,NA,3,NA,5,6,7,14,NA,3,32,4,0,4,NA,NA,6,6,NA,15,NA,30,NA,NA,NA,8,1.5,0.4,NA,NA,7,NA,60,NA,NA,NA,NA,5,15,2,NA,5,2,7,2,14,NA,NA,NA
"2013-07-04",NA,2,20,NA,3,4,NA,2,17,15,3,NA,1,0,3,4,NA,7,6,23,8,NA,3,NA,0,14,NA,1.5,0.4,NA,5,5,NA,NA,22,2,0,NA,15,NA,NA,18,NA,3,3,NA,7,NA,NA,NA
"2013-07-05",NA,6,NA,6,NA,5,5,NA,NA,NA,NA,30,3,NA,3,6.33333333333333,10,NA,NA,NA,9,19,3,NA,0,18,17,NA,0.4,7,NA,NA,5,45,NA,1,0,25,NA,30,NA,NA,15,5,NA,NA,9,NA,NA,NA
"2013-07-06",NA,8,20,3,0,4,NA,4,18,12,5,NA,NA,0,3,6.33333333333333,5,NA,11,7.30769230769231,NA,NA,3,NA,NA,NA,NA,15,0.4,NA,5,NA,NA,15,7,1,0,NA,9,NA,3,12,NA,1,NA,NA,11,NA,NA,NA
"2013-07-07",NA,3,NA,2,NA,6,3,3,NA,NA,5,30,NA,0,NA,6.33333333333333,5,13,6,7.30769230769231,15,17,3,41,0,20,22,NA,0.4,NA,NA,17,NA,30,NA,0,0,NA,4,28,1,NA,NA,1,10,NA,6.5,NA,NA,NA
"2013-07-08",41,7,12,4,5,7,6,2,18,10,4,NA,NA,0,4,NA,10,NA,6,7.30769230769231,6,NA,58,6,NA,NA,NA,9,7,21,6,7,5,NA,9,2,2,17,NA,NA,1,12,10,1,NA,NA,6.5,NA,34,NA
"2013-07-09",0.25,NA,NA,3,3,7,NA,1,NA,NA,NA,32,NA,NA,4,NA,5,NA,6,7.30769230769231,NA,10,5,7,NA,8,20,0.5,8,NA,NA,9,6,60,NA,1.66666666666667,NA,NA,6,30,NA,4,NA,6,NA,17,9,NA,NA,NA
"2013-07-10",0.25,8,15,4,NA,6,4,3,20,5,8,NA,NA,0,3,NA,6,NA,6,7.30769230769231,15,NA,5,NA,NA,NA,10,0.5,8,NA,5,NA,5,NA,8,1.66666666666667,0.5,NA,6,NA,NA,4,NA,6,12,NA,NA,NA,NA,NA
"2013-07-11",0.25,13,NA,5,6,8,NA,5,NA,9,5,35,NA,NA,NA,NA,5,16,7,7.30769230769231,10,9,35,NA,NA,15,8,NA,5,NA,NA,12,6,NA,NA,1.66666666666667,0.5,NA,5,30,NA,NA,NA,NA,NA,5,12,NA,NA,NA
"2013-07-12",0.25,5,14,4,NA,6,NA,NA,15,NA,3,23,NA,0,3,NA,10,18,7,7.30769230769231,8,NA,NA,NA,NA,11,9,3,6,2,5,6,3,NA,12,NA,NA,NA,6,NA,NA,12,NA,24,NA,NA,NA,NA,NA,NA
"2013-07-13",0.25,6,NA,3,4,5,9,6,NA,NA,4,NA,NA,NA,4,39,NA,5,7,7.30769230769231,NA,NA,NA,NA,NA,NA,7,NA,5,NA,NA,7,3,15,NA,2,0,NA,11,30,5,11,23,24,13,8,12,NA,NA,NA
"2013-07-14",0.25,NA,18,2,3,NA,NA,NA,18,NA,3,47,NA,0,NA,NA,NA,NA,NA,7.30769230769231,15,NA,NA,NA,NA,NA,NA,3,NA,NA,8,4.33333333333333,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1.33333333333333,NA,3,NA,NA,NA,NA
"2013-07-15",0.25,2,NA,NA,NA,NA,2,NA,NA,NA,3,NA,NA,0,5,NA,NA,NA,NA,7.30769230769231,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,4.33333333333333,2,NA,NA,0.666666666666667,0,NA,NA,30,NA,NA,NA,1.33333333333333,NA,NA,NA,NA,NA,NA
"2013-07-16",0.25,6,13,6,8,19,NA,4,15,9,4,46,NA,NA,NA,NA,36,NA,23,7.30769230769231,15,15,45,32,NA,NA,26,NA,10,0,5,4.33333333333333,2,30,18,0.666666666666667,0,NA,NA,NA,7,20,NA,1.33333333333333,13,4,4,0,NA,NA
"2013-07-17",NA,8,NA,3,5,7,5,2,NA,NA,4,25,15,0,2,24,10,NA,3,7.30769230769231,NA,NA,NA,5,10,NA,12,5,NA,NA,NA,NA,5,60,NA,0.666666666666667,NA,13,13,30,5,NA,NA,NA,3,6,6,6,NA,9
"2013-07-18",NA,3,NA,5,5,5,NA,4,13,NA,NA,NA,NA,NA,2,NA,10,22,3,7.30769230769231,15,NA,NA,4,NA,22,7,8,7,NA,6,17,4,NA,10,NA,0,NA,NA,7.5,NA,NA,NA,9,5,4,6,NA,NA,NA
"2013-07-19",NA,NA,NA,4,NA,NA,8,NA,NA,NA,5,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,7,NA,45,NA,3,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-07-20",NA,10,NA,3,9,11,6,5,14,NA,10,NA,NA,NA,3,16,NA,NA,14,NA,18,NA,NA,NA,NA,NA,15,8,NA,NA,5,NA,10,NA,12,1,4,NA,16,30,NA,36,NA,NA,7,NA,13,NA,NA,NA
"2013-07-21",32,6,NA,3,NA,6,5,NA,NA,15,4,27,NA,NA,2,NA,NA,NA,9,NA,NA,25,NA,20,1,25,11,NA,16,0,NA,NA,3,60,NA,2,2,NA,8,7.5,3,12,NA,NA,4,NA,5,NA,2,NA
"2013-07-22",NA,8,NA,4,9,6,NA,10,16,NA,5,20,10,NA,NA,4,16,NA,7,NA,16,NA,NA,NA,4,12,11,10,NA,NA,5,NA,3,NA,8,NA,NA,25,6,7.5,2,NA,NA,NA,3,15,7,16,NA,NA
"2013-07-23",NA,4,NA,4,NA,7,6,NA,NA,9,5,NA,NA,NA,5,NA,NA,21,7,NA,NA,9,NA,NA,NA,NA,9,NA,4,0,NA,NA,NA,45,NA,NA,6,NA,NA,NA,3,12,28,19,NA,3,NA,NA,16,29
"2013-07-24",NA,5,NA,4,3,5,NA,7,NA,NA,4,38,6,NA,NA,13,NA,NA,7,NA,13,NA,NA,12,1,NA,14,16,NA,NA,4,NA,3,30,12,NA,4,13,4,30,2,NA,NA,2.66666666666667,11,NA,6,NA,NA,NA
"2013-07-25",24,5,NA,3,NA,5,11,4,NA,11,6,20,NA,NA,3,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,13,10,NA,13,0,NA,37,3,NA,NA,3,NA,NA,5,NA,NA,20,NA,2.66666666666667,2,NA,3,NA,NA,NA
"2013-07-26",NA,10,NA,3,5,6,10,NA,30,NA,NA,25,5,NA,2,13,NA,NA,15,NA,15,NA,NA,NA,NA,6,9,NA,NA,NA,4,7,5,2.72727272727273,NA,NA,NA,NA,9,NA,3,NA,NA,2.66666666666667,3,NA,9,NA,NA,NA
"2013-07-27",NA,7,NA,3,NA,4,2,3,NA,11,5,22,2,NA,2,4,NA,24,6,NA,NA,8,60,NA,NA,NA,8,5,7,0,NA,NA,NA,2.72727272727273,10,NA,8,NA,3,NA,NA,13,22,2.66666666666667,NA,7,9,NA,16,NA
"2013-07-28",NA,6,NA,6,NA,5,NA,NA,17,NA,4,14,NA,NA,NA,NA,NA,6,7,NA,11,NA,NA,NA,NA,NA,8,NA,NA,NA,6,13,5,2.72727272727273,NA,2,NA,NA,NA,NA,NA,24,NA,2.66666666666667,7,4,7,NA,9,NA
"2013-07-29",NA,NA,84,3,NA,6,11,5,NA,NA,6,NA,NA,NA,NA,2,NA,6,6,NA,NA,10,NA,27,NA,NA,NA,NA,0.533333333333333,NA,NA,8,6,2.72727272727273,16,1,4,NA,5,NA,3,NA,NA,2.66666666666667,3,NA,12,NA,NA,NA
"2013-07-30",NA,11,NA,3,8,6,3,NA,17,11,NA,39,4,NA,5,2,NA,NA,7,43,15,NA,45,NA,NA,26,13,NA,0.533333333333333,NA,5,NA,4,2.72727272727273,NA,NA,NA,13,9,NA,2,28,NA,6,5,NA,5,47,NA,NA
"2013-07-31",NA,NA,NA,5,NA,3,NA,5,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,7,5,10,NA,NA,NA,NA,NA,9,18,0.533333333333333,0,3,15,4,2.72727272727273,17,0,0,NA,4,NA,2,12,NA,NA,4,4,NA,4,NA,NA
"2013-08-01",NA,5,NA,4,8,6,4,NA,18,12,4,32,3,NA,8,14,NA,6,8,NA,12,NA,30,NA,NA,12,11,NA,0.533333333333333,NA,NA,NA,4,2.72727272727273,NA,0,NA,NA,NA,30,NA,NA,NA,8,3,2,0,5,9,NA
"2013-08-02",NA,7,NA,4,NA,1.66666666666667,9,5,NA,NA,5,25,NA,NA,NA,NA,NA,NA,8,9,8,20,NA,NA,NA,NA,12,NA,0.533333333333333,NA,10,16,5,2.72727272727273,8,NA,NA,NA,NA,NA,5,16,NA,NA,4,2,12,6,NA,NA
"2013-08-03",NA,4,NA,2,18,1.66666666666667,NA,NA,16,5,NA,NA,NA,NA,3,NA,NA,NA,7,NA,9,NA,30,22,0,18,NA,NA,0.533333333333333,NA,NA,6,NA,2.72727272727273,NA,NA,0,17,10,30,NA,NA,21,NA,5,3,8,8,NA,NA
"2013-08-04",NA,7,NA,2,NA,1.66666666666667,5,NA,NA,NA,5,40,5,37,NA,4,NA,18,9,NA,8,10,NA,NA,NA,NA,15,13,0.533333333333333,0,8,8,4,2.72727272727273,15,5,NA,NA,4,7.5,2,22,NA,22,3,2,NA,NA,NA,55
"2013-08-05",NA,NA,46,4,9,NA,NA,6,17,9,9,22,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,30,9,4,NA,7,NA,0.533333333333333,NA,NA,8,NA,2.72727272727273,NA,NA,0,NA,4,7.5,2,NA,NA,7,4,NA,13,NA,NA,NA
"2013-08-06",NA,6,NA,2,NA,13,5,3,7,NA,6,26,NA,4,NA,NA,NA,11,13,NA,15,NA,NA,NA,NA,25,8,NA,0.533333333333333,0,6,8,6,7.14285714285714,NA,NA,NA,NA,NA,NA,4,20,NA,NA,2,4,9,26,NA,NA
"2013-08-07",NA,0,NA,4,NA,4,NA,NA,7,NA,4,15,NA,0,3,NA,NA,NA,8,NA,8,NA,30,NA,5,NA,10,NA,0.533333333333333,NA,NA,6,4,7.14285714285714,NA,NA,0,NA,10,45,NA,NA,NA,7,3,3,7,NA,NA,NA
"2013-08-08",NA,0,NA,4,NA,6,9,NA,NA,NA,NA,18,13,NA,1,NA,NA,NA,7,NA,NA,NA,NA,NA,4,NA,NA,16,0.533333333333333,0,6,12,5,7.14285714285714,NA,NA,0,NA,6,15,3,NA,NA,NA,1,NA,14,NA,NA,NA
"2013-08-09",NA,0,NA,2,0,NA,NA,6,18,NA,2,NA,NA,NA,1,NA,NA,NA,9,42,NA,NA,NA,NA,NA,NA,0.833333333333333,NA,0.533333333333333,0,NA,8,4,7.14285714285714,NA,NA,0,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"2013-08-10",NA,0,NA,4,NA,8,0,NA,NA,15,6,32,8,NA,NA,NA,NA,NA,10,8,20,NA,NA,NA,3,NA,0.833333333333333,NA,0.533333333333333,0,3.33333333333333,5,2,7.14285714285714,NA,NA,NA,NA,4,30,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"2013-08-11",NA,0,NA,4,0,NA,10,7,13,NA,NA,20,NA,NA,3,NA,NA,NA,NA,NA,8,NA,45,30,NA,NA,0.833333333333333,NA,0.533333333333333,0,3.33333333333333,8,2,7.14285714285714,NA,NA,NA,NA,5,7.5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"2013-08-12",NA,0,NA,4,NA,11,NA,NA,NA,4,8,18,7,NA,NA,NA,NA,NA,8,12,7,NA,NA,NA,NA,NA,0.833333333333333,NA,0.533333333333333,NA,3.33333333333333,NA,NA,7.14285714285714,NA,6,0,25,8,7.5,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"2013-08-13",NA,0,NA,4,5,6,6,8,NA,NA,4,NA,NA,NA,3,NA,15,31,8,NA,NA,NA,45,NA,NA,NA,0.833333333333333,NA,8,NA,5,12,2.5,43,NA,NA,5,NA,NA,30,NA,NA,NA,NA,3,NA,NA,47,NA,NA
"2013-08-14",NA,0,NA,4,NA,4,2,NA,NA,11,5,24,6,NA,1,NA,5,NA,4,NA,15,NA,NA,NA,NA,NA,0.833333333333333,NA,8,5,NA,7,2.5,15,NA,NA,2,NA,2,15,NA,NA,NA,NA,4,NA,28,8,NA,NA
"2013-08-15",NA,0,NA,2,8,6,3,6,NA,NA,6,22,0.333333333333333,NA,1,NA,5,NA,4,NA,NA,NA,30,NA,11,NA,7,24,5,NA,6,7,NA,15,NA,0,2,NA,8,20,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
"2013-08-16",NA,0,NA,2,NA,4,3,NA,30,NA,NA,15,0.333333333333333,17,2,NA,6,14,NA,NA,13,50,NA,NA,NA,NA,6,NA,5,3,NA,7,5,NA,NA,NA,NA,NA,4,15,7,NA,50,NA,NA,NA,19,5,13,NA
"2013-08-17",45,5,NA,2,8,6,2,7,NA,NA,8,NA,0.333333333333333,3,2,NA,6,NA,15,NA,NA,NA,30,32,5,19,8,12,0.222222222222222,NA,6,7,NA,NA,NA,NA,4,NA,4,15,NA,99,NA,NA,3,6,12,NA,NA,NA
"2013-08-18",41,3,NA,3,NA,5,2,NA,17,NA,2.5,41,0.333333333333333,3,NA,36,5,NA,NA,NA,18,NA,NA,NA,3,13,7,NA,0.222222222222222,0,NA,6,NA,NA,NA,NA,NA,21,NA,15,NA,9,NA,NA,4,0,9,17,NA,NA
"2013-08-19",NA,6,NA,5,10,4,1,9,7,NA,2.5,NA,0.333333333333333,4,0,6,NA,14,22,29,NA,NA,10,11,NA,NA,47,13,0.222222222222222,NA,7,8,9,33,56,0,10,NA,5,NA,4,4,NA,35,3,0,8,NA,8,77
"2013-08-20",NA,6,NA,3,NA,6,NA,NA,7,NA,9,36,0.333333333333333,5,NA,10,NA,NA,7,NA,7,NA,30,NA,NA,14,9,NA,0.222222222222222,5,NA,7,NA,45,NA,NA,0,NA,7,30,NA,18,NA,5,4,2,NA,NA,NA,NA
"2013-08-21",22,5,NA,2,8,5,2,5,NA,NA,5,NA,0.333333333333333,5,0,4,NA,NA,8,NA,9,NA,15,NA,NA,NA,9,NA,0.222222222222222,NA,7,6,9,NA,NA,0,0,NA,11,15,6,NA,NA,1.5,3,5,14,NA,NA,NA
"2013-08-22",NA,3,NA,4,5,6,1,NA,15,NA,NA,30,0.333333333333333,3,NA,NA,NA,NA,9,NA,6,NA,NA,20,11,11,8,NA,0.222222222222222,NA,NA,7,NA,NA,20,2,4,NA,5,NA,3,22,NA,1.5,NA,NA,NA,NA,NA,NA
"2013-08-23",35,3,41,2,NA,5,NA,9,NA,NA,7,NA,0.333333333333333,0,0,NA,18,NA,8,NA,NA,NA,NA,NA,2,NA,6,NA,0.222222222222222,6,8,8,8,30,NA,2,NA,NA,6,30,NA,NA,NA,5,7,3,NA,38,NA,NA
"2013-08-24",NA,3,NA,4,8,6,5,NA,14,NA,4,36,3,3,3,7,6,26,6,NA,15,NA,30,NA,1,NA,NA,26,0.222222222222222,2,NA,6,5,6.25,15,0,6,NA,5,15,4,28,NA,NA,NA,4,19,NA,NA,NA
"2013-08-25",22,3,15,4,NA,4,3,7,NA,NA,5,NA,4,3,NA,NA,10,7,9,NA,7,NA,30,NA,2,11,10,NA,0.222222222222222,2,7,6,2,6.25,NA,2,1.4,13,NA,NA,NA,8,NA,8,9,6,NA,NA,NA,NA
"2013-08-26",NA,1,NA,4,8,5,NA,NA,15,NA,4,40,3,NA,2,9,6,5,8,NA,8,NA,NA,NA,NA,NA,8,12,NA,NA,NA,6,2,6.25,6,0,1.4,NA,14,30,4,NA,NA,6,3,NA,13,NA,NA,NA
"2013-08-27",NA,0,17,2,NA,4,3,NA,NA,NA,6,NA,NA,NA,4,NA,5,6,10,NA,6,NA,15,NA,4,10,7,9,5,11,6,8,6,6.25,NA,1,1.4,NA,NA,15,NA,16,38,3,3,NA,8,NA,NA,NA
"2013-08-28",NA,5,NA,2,8,5,NA,7,15,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,55,7.5,NA,NA,5,8,NA,NA,NA,NA,5,NA,NA,14,1,1.4,NA,NA,NA,6,6,NA,NA,NA,6,NA,NA,NA,NA
